Test Map Name,Distance Threshold,Rate,Path Cost,Iterations,Time Cost,Canceled Iterations,No. Trials
test_1,10,0,228.26030938306022,3.6366666666666667,0.00022915283838907877,0.0033333333333333335,300
test_1,10,0.25,224.5901298022598,3.6433333333333335,0.0002280577023824056,0.0033333333333333335,300
test_1,10,0.5,227.50630773198753,3.6033333333333335,0.0002044677734375,0.0,300
test_1,50,0,225.3600948779104,3.6166666666666667,0.0001979366938273112,0.0,300
test_1,50,0.25,222.60889494039748,3.5433333333333334,0.0002110139528910319,0.006666666666666667,300
test_1,50,0.5,226.46591173160277,3.6,0.0001999322573343913,0.0,300
test_1,100,0,223.0230895439693,3.5166666666666666,0.00018920421600341798,0.0,300
test_1,100,0.25,226.6340808644879,3.5833333333333335,0.00017130692799886067,0.0,300
test_1,100,0.5,227.21681279732854,3.64,0.00020159482955932616,0.0033333333333333335,300
test_1,200,0,224.31999748252062,3.58,0.00023258686065673827,0.0033333333333333335,300
test_1,200,0.25,226.1164797423662,3.6533333333333333,0.00021475474039713542,0.0,
test_1,200,0.5,226.76862585722338,3.54,0.00020978291829427083,0.0
test_1,inf,0,223.45703637658096,3.6766666666666667,0.00023810625076293947,0.006666666666666667
test_1,inf,0.25,226.95464670941385,3.6866666666666665,0.00019110918045043947,0.0
test_1,inf,0.5,226.69545276808398,3.7533333333333334,0.0002463126182556152,0.0
test_2,10,0,549.4092736755689,14.473333333333333,0.0017206716537475587,25.94333333333333
test_2,10,0.25,554.2132882128269,15.013333333333334,0.001578354835510254,27.16
test_2,10,0.5,537.2385129620878,14.936666666666667,0.0015765714645385742,27.42
test_2,50,0,546.8579415763537,14.773333333333333,0.0016097680727640788,28.266666666666666
test_2,50,0.25,546.2032960249256,15.553333333333333,0.001624288558959961,27.51
test_2,50,0.5,551.8155026599318,15.556666666666667,0.0017521476745605469,28.533333333333335
test_2,100,0,551.3336517502397,15.793333333333333,0.0017302950223286946,30.52
test_2,100,0.25,557.5388796387958,14.866666666666667,0.0016491413116455078,28.123333333333335
test_2,100,0.5,554.8636405684001,15.323333333333334,0.0017226759592692056,28.69
test_2,200,0,539.9778834248543,14.58,0.0015975038210550945,27.503333333333334
test_2,200,0.25,546.6254037114302,14.55,0.0015553148587544759,26.05666666666667
test_2,200,0.5,558.4011848903854,14.953333333333333,0.0016037368774414063,28.913333333333334
test_2,inf,0,546.8796823660363,16.216666666666665,0.001767729918162028,29.986666666666668
test_2,inf,0.25,543.5824641550433,14.926666666666666,0.0016266576449076335,28.123333333333335
test_2,inf,0.5,549.8761416200273,15.213333333333333,0.0016386596361796062,27.666666666666668
test_3,10,0,1231.890062083784,207.51,0.03992839813232422,604.03
test_3,10,0.25,1242.4389531050463,206.50333333333333,0.03944416443506877,613.6466666666666
test_3,10,0.5,1236.8740856714016,215.57,0.04077325423558553,629.98
test_3,50,0,1233.5981527570673,215.20333333333335,0.04126981735229492,632.2733333333333
test_3,50,0.25,1236.2432786164989,204.68666666666667,0.03875937700271606,598.15
test_3,50,0.5,1246.091077898474,209.71333333333334,0.039474933942159014,605.69
test_3,100,0,1237.492665338573,208.92666666666668,0.038799591064453125,605.25
test_3,100,0.25,1241.9670633216037,214.22333333333333,0.040416474342346194,623.9833333333333
test_3,100,0.5,1240.5465194650078,205.85333333333332,0.03942689100901286,601.4366666666666
test_3,200,0,1236.4318393397375,210.24666666666667,0.039493870735168454,623.7166666666667
test_3,200,0.25,1243.365766160794,206.14333333333335,0.040121673742930096,604.2333333333333
test_3,200,0.5,1249.605921508393,208.67333333333335,0.04012317895889282,616.0533333333333
test_3,inf,0,1230.441018219025,206.84666666666666,0.04164703687032064,605.8666666666667
test_3,inf,0.25,1248.8988473929421,217.24,0.04226422389348348,646.8833333333333
test_3,inf,0.5,1240.8895187348462,197.09,0.03705007712046305,572.5433333333333
test_4,10,0,769.3963412505178,37.26,0.00505444606145223,87.72
test_4,10,0.25,770.2456793939456,38.026666666666664,0.00511429230372111,92.87
test_4,10,0.5,765.388891357631,36.06333333333333,0.004619388580322265,83.82666666666667
test_4,50,0,758.1477662674986,37.08,0.004902571042378743,89.20666666666666
test_4,50,0.25,766.9747319188576,37.093333333333334,0.004844842751820882,89.52666666666667
test_4,50,0.5,745.7790422021869,36.86333333333334,0.004916547139485677,87.43333333333334
test_4,100,0,758.0243227323477,36.906666666666666,0.00481696367263794,86.41
test_4,100,0.25,773.7902068260923,38.64,0.004957224527994792,90.44333333333333
test_4,100,0.5,773.1776975896695,38.156666666666666,0.005088099638621012,90.06666666666666
test_4,200,0,769.9408474364943,37.71333333333333,0.0049105485280354815,85.49
test_4,200,0.25,753.0860779635453,37.61666666666667,0.005127818584442139,90.07
test_4,200,0.5,734.110796978077,37.38,0.004902226130167643,86.32
test_4,inf,0,774.8679920401993,37.093333333333334,0.00489248275756836,85.17333333333333
test_4,inf,0.25,745.155904299256,36.24,0.004741440614064535,83.57666666666667
test_4,inf,0.5,776.0557665018531,37.013333333333335,0.004810959498087565,86.28333333333333
test_5,10,0,1496.4426491879015,234.17,0.05344364643096924,1007.9866666666667
test_5,10,0.25,1495.6211810650932,238.21,0.05455974022547404,1040.6133333333332
test_5,10,0.5,1494.8575374855131,227.05666666666667,0.05145912011464437,999.1766666666666
test_5,50,0,1510.2817427424097,244.25333333333333,0.055575487613677976,1051.4033333333334
test_5,50,0.25,1504.2099087984568,229.46333333333334,0.05142852544784546,999.1
test_5,50,0.5,1501.918176234023,238.59,0.05479608456293742,1057.0666666666666
